Technische Raunmummer unten auf dem Glas;Bauteil Leitsystem auf dem Glas;Text erste Zeile (fett) -> MetaBoldRoman 36 fett;Text zweite Zeile  -> MetaNormalRoman 32Ausnahme: Dienstzimmer: MetaBoldRoman 32 fett ;Text dritte Zeile (leicht) -> MetaNormalRoman 32 nicht fett;Ebene auf dem Glas;Style ;leitende Raumnummerklein oben rechts;leitende Raumnummergroß in der Mitte;PiktogrammTürschild;Zusätzlicher Text oder Nummerauf dem Türblatt
6420.01.405A;A;;;;1;;;;;
6420.01.406;A;Bereitschaftsdienstzimmer;;;1;Style 2;;Z;;
6420.01.406A;A;;;;1;;;;;
6420.01.407;A;;Dienstzimmer;;1;Style 1;407;;;
6420.01.409;A;Allgemein-, Viszeral- und Transplantationschirurgie;Experten ;Frau B. Trierweiler-Hauke;1;Style 1;409;;;
6420.01.410;A;Gefäßchirurgie und Endovaskuläre Chirurgie;Stellvertretungen;Herr A. Bender;1;Style 1;410;;;
6420.01.500;E;AWT;;;1;Style 1;500;;;
6420.01.504;E;Allgmein-, Viszeral- und Transplantationschirurgie ;Stationsärzte;;1;Style 1;504;;;
6420.01.505;E;Allgmein-, Viszeral- und Transplantationschirurgie ;Stationsärzte;;1;Style 1;505;;;
6420.01.507;E;Station E1;Behandlung;;1;Style 2;;B 1;;
6420.01.508;E;Station E1;Behandlung;;1;Style 2;;B 2;;
6420.01.510;E;Bettenaufbereitung;;;1;Style 1;510;;;
6420.01.514;E;WC Personal;Herren;;1;Style 1;514;;P_H;
6420.01.515;E;WC Personal;Damen;;1;Style 1;515;;P_D;
6420.01.516;E;Station E1;Patientenzimmer;;1;Style 2;;101;;
6420.01.516A;E;;;;1;;;;;
6420.01.518;E;Station E1;Patientenzimmer;;1;Style 2;;102;;
6420.01.518A;E;;;;1;;;;;
6420.01.519;E;Station E1;Patientenzimmer;;1;Style 2;;103;;
6420.01.519A;E;;;;1;;;;;
6420.01.521;E;Station E1;Patientenzimmer;;1;Style 2;;104;;
6420.01.521A;E;;;;1;;;;;
6420.01.522;E;Station E1;Patientenzimmer;;1;Style 2;;105;;
6420.01.522A;E;;;;1;;;;;
6420.01.524;E;Station E1;Patientenzimmer;;1;Style 2;;106;;
6420.01.524A;E;;;;1;;;;;
6420.01.525;E;Station E1;Patientenzimmer;;1;Style 2;;107;;
6420.01.525A;E;;;;1;;;;;
6420.01.527;E;Station E1;Patientenzimmer;;1;Style 2;;108;;
6420.01.527A;E;;;;1;;;;;
6420.01.528;E;Station E1;Patientenzimmer;;1;Style 2;;109;;
6420.01.528A;E;;;;1;;;;;
6420.01.529;E;Station E1;Patientenzimmer;;1;Style 2;;110;;
6420.01.529A;E;;;;1;;;;;
6420.01.531;E;Station E1;Patientenzimmer;;1;Style 2;;111;;
6420.01.531A;E;;;;1;;;;;
6420.01.533;E;Allgemein-, Viszeral- und Transplantationschirurgie;Dienstzimmer;;1;Style 1;533;;;
6420.01.535;E;Personal;;;1;Style 1;535;;;
6420.01.537;E;Station E1;Stützpunkt;;1;Style 1;537;;;
6420.01.537;E;Station E1;Stützpunkt;;1;Style 1;537;;;
6420.01.537A;E;;;;1;;;;;
6420.01.537B;E;;;;1;;;;;
6420.01.540;E;Arbeitsraum rein;;;1;Style 1;540;;;
6420.01.540;E;Arbeitsraum rein;;;1;Style 1;540;;;
6420.01.542;E;Arbeitsraum unrein;;;1;Style 1;542;;;
6420.01.542;E;Arbeitsraum unrein;;;1;Style 1;542;;;
6420.01.544;E;Lager;med. Bedarf;;1;Style 2;;1;;
6420.01.544;E;Lager;med. Bedarf;;1;Style 2;;1;;
6420.01.546;E;Abstellraum;Geräte;;1;Style 2;;1;;
6420.01.546;E;Abstellraum;Geräte;;1;Style 2;;1;;
6420.01.548;E;Station E1;Patientenlounge;;1;Style 1;548;;;
6420.01.548;E;Station E1;Patientenlounge;;1;Style 1;548;;;
6420.01.550;E;WC;Barrierefrei;;1;Style 3;550;;P_B;P_B
6420.01.551;E;WC;Damen;;1;Style 3;551;;P_D;P_D
6420.01.552;E;WC;Herren;;1;Style 3;552;;P_H;P_H
6420.01.553;E;Station E1;Patientenzimmer;;1;Style 2;;112;;
6420.01.553A;E;;;;1;;;;;
6420.01.555;E;Station E1;Patientenzimmer;;1;Style 2;;113;;
6420.01.555A;E;;;;1;;;;;
6420.01.556;E;Station E1;Patientenzimmer;;1;Style 2;;114;;
6420.01.556A;E;;;;1;;;;;
6420.01.558;E;Station E1;Patientenzimmer;;1;Style 2;;115;;
6420.01.558A;E;;;;1;;;;;
6420.01.559;E;Station E1;Patientenzimmer;;1;Style 2;;116;;
6420.01.559A;E;;;;1;;;;;
6420.01.561;E;Station E1;Patientenzimmer;;1;Style 2;;117;;
6420.01.561A;E;;;;1;;;;;
6420.01.562;E;Station E1;Patientenzimmer;;1;Style 2;;118;;
6420.01.562A;E;;;;1;;;;;
6420.01.564;E;Station E1;Patientenzimmer;;1;Style 2;;119;;
6420.01.564A;E;;;;1;;;;;
6420.01.565;E;Station E1;Patientenzimmer;;1;Style 2;;120;;
6420.01.565A;E;;;;1;;;;;
6420.01.566;E;Station E1;Patientenzimmer;;1;Style 2;;121;;
6420.01.566A;E;;;;1;;;;;
6420.01.568;E;Station E1;Patientenzimmer;;1;Style 2;;122;;
6420.01.568A;E;;;;1;;;;;
6420.01.600;F;Service;Küche;;1;Style 1;600;;;
6420.01.600;F;Service;Küche;;1;Style 1;600;;;
6420.01.604;F;Station F1;Behandlung;;1;Style 2;;B 1;;
6420.01.605;F;Station F1;Behandlung;;1;Style 2;;B 2;;
6420.01.607;F;Dienstzimmer;;Dienstplan Ärzte;1;Style 1;607;;;
6420.01.608;F;Dienstzimmer;;;1;Style 1;608;;;
6420.01.610;F;AWT;;;1;Style 1;610;;;
6420.01.613;F;Reinigung;;;1;Style 1;613;;;
6420.01.614;F;WC Personal;Herren;;1;Style 3;614;;P_H;
6420.01.615;F;WC Personal;Damen;;1;Style 3;615;;P_D;
6420.01.616;F;Station F1;Patientenzimmer;;1;Style 2;;131;;
6420.01.616A;F;;;;1;;;;;
6420.01.618;F;Station F1;Patientenzimmer;;1;Style 2;;132;;
6420.01.618A;F;;;;1;;;;;
6420.01.619;F;Station F1;Patientenzimmer;;1;Style 2;;133;;
6420.01.619A;F;;;;1;;;;;
6420.01.621;F;Station F1;Patientenzimmer;;1;Style 2;;134;;
6420.01.621A;F;;;;1;;;;;
6420.01.622;F;Station F1;Patientenzimmer;;1;Style 2;;135;;
6420.01.622A;F;;;;1;;;;;
6420.01.624;F;Station F1;Patientenzimmer;;1;Style 2;;136;;
6420.01.624A;F;;;;1;;;;;
6420.01.625;F;Station F1;Patientenzimmer;;1;Style 2;;137;;
6420.01.625A;F;;;;1;;;;;
6420.01.627;F;Station F1;Patientenzimmer;;1;Style 2;;137;;
6420.01.627A;F;;;;1;;;;;
6420.01.628;F;Station F1;Patientenzimmer;;1;Style 2;;139;;
6420.01.628A;F;;;;1;;;;;
6420.01.629;F;Station F1;Patientenzimmer;;1;Style 2;;140;;
6420.01.629A;F;;;;1;;;;;
6420.01.631;F;Station F1;Patientenzimmer;;1;Style 2;;141;;
6420.01.631A;F;;;;1;;;;;
6420.01.633;F;Personal;;;1;Style 1;633;;;
6420.01.635;F;Gefäßchirurgie und Endovaskuläre Chirurgie;Dienstzimmer;;1;Style 1;635;;;
6420.01.637;F;Station F1;Stützpunkt;;1;Style 1;637;;;
6420.01.637;F;Station F1;Stützpunkt;;1;Style 1;637;;;
6420.01.637A;F;;;;1;;;;;
6420.01.637B;F;;;;1;;;;;
6420.01.640;F;Arbeitsraum rein;;;1;Style 1;640;;;
6420.01.640;F;Arbeitsraum rein;;;1;Style 1;640;;;
6420.01.642;F;Arbeitsraum unrein;;;1;Style 1;642;;;
6420.01.642;F;Arbeitsraum unrein;;;1;Style 1;642;;;
6420.01.644;F;Lager;med. Bedarf;;1;Style 2;;2;;
6420.01.646;F;Abstellraum;Geräte;;1;Style 2;;2;;
6420.01.646;F;Abstellraum;Geräte;;1;Style 2;;2;;
6420.01.648;F;Station F1;Patientenlounge;;1;Style 1;648;;;
6420.01.648;F;Station F1;Patientenlounge;;1;Style 1;648;;;
6420.01.651;F;WC;Damen;;1;Style 3;651;;P_D;P_D
6420.01.652;F;WC;Herren;;1;Style 3;652;;P_H;P_H
6420.01.653;F;Station F1;Patientenzimmer;;1;Style 2;;142;;
6420.01.653A;F;;;;1;;;;;
6420.01.655;F;Station F1;Patientenzimmer;;1;Style 2;;143;;
6420.01.655A;F;;;;1;;;;;
6420.01.656;F;Station F1;Patientenzimmer;;1;Style 2;;144;;
6420.01.656A;F;;;;1;;;;;
6420.01.658;F;Station F1;Patientenzimmer;;1;Style 2;;145;;
6420.01.658A;F;;;;1;;;;;
6420.01.659;F;Station F1;Patientenzimmer;;1;Style 2;;146;;
6420.01.659A;F;;;;1;;;;;
6420.01.661;F;Station F1;Patientenzimmer;;1;Style 2;;147;;
6420.01.661A;F;;;;1;;;;;
6420.01.662;F;Station F1;Patientenzimmer;;1;Style 2;;148;;
6420.01.662A;F;;;;1;;;;;
6420.01.664;F;Station F1;Patientenzimmer;;1;Style 2;;149;;
6420.01.664A;F;;;;1;;;;;
6420.01.665;F;Station F1;Patientenzimmer;;1;Style 2;;150;;
6420.01.665A;F;;;;1;;;;;
6420.01.666;F;Station F1;Patientenzimmer;;1;Style 2;;151;;
6420.01.666A;F;;;;1;;;;;
6420.01.668;F;Station F1;Patientenzimmer;;1;Style 2;;152;;
6420.01.668A;F;;;;1;;;;;
6420.01.710;A;;;;1;;;;;
6420.01.712;A;Technik;EDV;;1;Style 1;712;;;
6420.01.718;A;;;;1;;;;;
6420.01.720;A;;;;1;;;;;
6420.01.721;A;;;;1;;;;;
6420.01.750;A;;;;1;;;;;
6420.01.751;A;;;;1;;;;;
6420.01.752;A;;;;1;;;;;
6420.01.753;B;;;;1;;;;;
6420.01.755;B;;;;1;;;;;
6420.01.756;B;;;;1;;;;;
6420.01.757;B;Technik;SV;;1;Style 1;757;;;
6420.01.757A;B;;;;1;;;;;
6420.01.758;B;;;;1;;;;;
6420.01.759;B;Technik;EDV;;1;Style 1;759;;;
6420.01.761;C;Technik;SV / AV;;1;Style 1;761;;;
6420.01.761A;C;;;;1;;;;;
6420.01.762;C;;;;1;;;;;
6420.01.763;C;;;;1;;;;;
6420.01.765;C;;;;1;;;;;
6420.01.766;C;;;;1;;;;;
6420.01.767;A;;;;1;;;;;
6420.01.768;A;;;;1;;;;;
6420.01.776;E;;;;1;;;;;
6420.01.777;E;;;;1;;;;;
6420.01.778;E;Technik;EDV;;1;Style 1;778;;;
6420.01.779;E;;;;1;;;;;
6420.01.780;E;;;;1;;;;;
6420.01.781;E;;;;1;;;;;
6420.01.782;E;;;;1;;;;;
6420.01.785;E;;;;1;;;;;
6420.01.787;F;;;;1;;;;;
6420.01.788;F;;;;1;;;;;
6420.01.789;F;;;;1;;;;;
6420.01.790;F;;;;1;;;;;
6420.01.791;F;;;;1;;;;;
6420.01.792;F;;;;1;;;;;
6420.01.793;F;Technik;;;1;Style 1;793;;;
6420.01.795;F;;;;1;;;;;
6420.01.800;A;;;;1;;;;;
6420.01.800;A;;;;1;;;;;
6420.01.801;A;;;;1;;;;;
6420.01.801;A;;;;1;;;;;
6420.01.802;B;;;;1;;;;;
6420.01.803;C;;;;1;;;;;
6420.01.804;E;;;;1;;;;;
6420.01.805;E;;;;1;;;;;
6420.01.805;E;;;;1;;;;;
6420.01.806;F;;;;1;;;;;
6420.01.807;F;;;;1;;;;;
6420.01.807;F;;;;1;;;;;
6420.01.820;A;;;;1;;;;;
6420.01.820;A;;;;1;;;;;
6420.01.820;A;;;;1;;;;;
6420.01.821;A;;;;1;;;;;
6420.01.821;A;Casino ;Vorbereitung;;1;Style 1;821;;;
6420.01.821;A;;;;1;;;;;
6420.01.823;A;;;;1;;;;;
6420.01.825;A;;;;1;;;;;
6420.01.825;A;;;;1;;;;;
6420.01.831;B;;;;1;;;;;
6420.01.831;B;;;;1;;;;;
6420.01.833;C;;;;1;;;;;
6420.01.848;A;;;;1;;;;;
6420.01.848;A;;;;1;;;;;
6420.01.848;A;Casino ;Terrasse;;1;Style 1;848;;;
6420.01.848;A;Casino ;Terrasse;;1;Style 1;848;;;
6420.01.848;A;Treppenhaus ;;;1;Style 1;848;;;
6420.01.849;E;;;;1;;;;;
6420.01.849;E;;;;1;;;;;
6420.01.850;E;;;;1;;;;;
6420.01.850;E;;;;1;;;;;
6420.01.850;E;;;;1;;;;;
6420.01.850;E;;;;1;;;;;
6420.01.852;E;;;;1;;;;;
6420.01.853;E;;;;1;;;;;
6420.01.854;E;;;;1;;;;;
6420.01.854;E;;;;1;;;;;
6420.01.854;E;;;;1;;;;;
6420.01.854;E;;;;1;;;;;
6420.01.855;F;;;;1;;;;;
6420.01.855;F;;;;1;;;;;
6420.01.855;F;;;;1;;;;;
6420.01.857;F;;;;1;;;;;
6420.01.858;F;;;;1;;;;;
;;;;;;;;;;
6420.02.001;A;Allgmein-, Viszeral- und Transplantationschirurgie ;EPZ;Forschungslabor;2;Style 1;1;;;
6420.02.002;A;Allgmein-, Viszeral- und Transplantationschirurgie ;EPZ;Forschungslabor;2;Style 1;2;;;
6420.02.004;A;Anästhesiologie;Shared Desk Labor I;;2;Style 1;4;;;
6420.02.005;A;Anästhesiologie;Shared Desk Labor II;;2;Style 1;5;;;
6420.02.007;A;Labor;;;2;Style 1;7;;;
6420.02.022;A;;;;2;;;;;
6420.02.008;A;Anästhesiologie;;;2;Style 1;8;;;
6420.02.010;A;Anästhesiologie;;;2;Style 1;10;;;
6420.02.011;A;Anästhesiologie;;;2;Style 1;11;;;
6420.02.013;A;Anästhesiologie;;;2;Style 1;13;;;
6420.02.014;A;Gefäßchirurgie;;;2;Style 1;14;;;
6420.02.016;A;Allgmein-, Viszeral- und Transplantationschirurgie ;MIC/3D-Drucklabor;Biodrucklabor;2;Style 1;16;;;
6420.02.017;A;Allgmein-, Viszeral- und Transplantationschirurgie ;EPZ Forschungslabor;Forschungslabor;2;Style 1;17;;;
6420.02.019;A;Allgmein-, Viszeral- und Transplantationschirurgie ;EPZ Forschungslabor;Forschungslabor;2;Style 1;19;;;
6420.02.020;A;Allgmein-, Viszeral- und Transplantationschirurgie ;EPZ Forschungslabor;Forschungslabor;2;Style 1;20;;;
6420.02.022;A;Allgmein-, Viszeral- und Transplantationschirurgie ;EPZ Forschungslabor;Forschungslabor;2;Style 1;22;;;
6420.02.022;A;;;;2;;;;;
6420.02.023;A;Core Unit Zellkultur;;;2;Style 1;23;;;
6420.02.025;A;Allgmein-, Viszeral- und Transplantationschirurgie ;EPZ Forschungslabor;Forschungslabor;2;Style 2;;4;;
6420.02.027;A;;Dienstzimmer;;2;Style 1;27;;;
6420.02.028;A;Lager;;;2;Style 2;;5;;
6420.02.029;A;musl. Seelsorge;Dienstzimmer;;2;Style 1;29;;;
6420.02.030;A;Reinigung;;;2;Style 1;30;;;
6420.02.031;A;Teeküche;;;2;Style 1;31;;;
6420.02.033;A;Personal;;;2;Style 1;33;;;
6420.02.033;A;Personal;;;2;Style 1;33;;;
6420.02.035;A;Umkleide Personal;Damen;;2;Style 3;35;;Damen;
6420.02.035;A;Umkleide Personal;Damen;;2;Style 3;35;;Damen;
6420.02.037;A;Core Unit Immunoimaging;;;2;Style 1;37;;;
6420.02.037;A;Core Unit ;Immunoimaging;;2;Style 1;37;;;
6420.02.039;A;Core Unit ;Vorbereitung;;2;Style 1;39;;;
6420.02.039;A;Labor;Spülraum;;2;Style 1;39;;;
6420.02.041;A;Labor;Lager;;2;Style 2;;9;;
6420.02.041;A;Labor;Lager;;2;Style 2;;10;;
6420.02.043;A;Labor;Lager;;2;Style 2;;11;;
6420.02.044;A;Forschung;Kühlraum;;2;Style 1;44;;;
6420.02.045;A;Core Unit;Freezer 1;;2;Style 2;;8;;
6420.02.046;A;Core Unit;Freezer 2;;2;Style 2;;8;;
6420.02.047;A;Core Unit;Freezer 3;;2;Style 2;;12;;
6420.02.048;A;Core Unit;Freezer 4;;2;Style 2;;7;;
6420.02.049;A;Labor;Spülraum;;2;Style 1;49;;;
6420.02.049;A;Labor;Spülraum;;2;Style 1;49;;;
6420.02.051;A;Labor;Lager;;2;Style 2;;6;;
6420.02.053;A;WC Personal;Herren;;2;Style 3;53;;P_H;
6420.02.053A;A;;;;2;;;;;
6420.02.053A;A;;;;2;;;;;
6420.02.054;A;WC;Barrierefrei;;2;Style 3;54;;P_B;P_B
6420.02.055;A;WC Personal;Damen;;2;Style 3;55;;P_D;
6420.02.055A;A;;;;2;;;;;
6420.02.057;A;Allgmein-, Viszeral- und Transplantationschirurgie ;Transl. Onko Chir ;;2;Style 1;57;;;
6420.02.058;A;Allgmein-, Viszeral- und Transplantationschirurgie ;MIC/New Technologies;;2;Style 1;58;;;
6420.02.059;A;Allgmein-, Viszeral- und Transplantationschirurgie ;MIC/New Technologies;;2;Style 1;59;;;
6420.02.060;A;Allgmein-, Viszeral- und Transplantationschirurgie ;Translationale Chirurgische Onkologie;;2;Style 1;60;;;
6420.02.061;A;Allgmein-, Viszeral- und Transplantationschirurgie ;Translationale Chirurgische Onkologie;;2;Style 1;61;;;
6420.02.061;A;Gefäßchirurgie und Endovaskuläre Chirurgie;Translationale Gefäßchirurgie;;2;Style 1;61;;;
6420.02.063;A;Allgmein-, Viszeral- und Transplantationschirurgie ;Exp. OP;;2;Style 1;63;;;
6420.02.063;A;Allgmein-, Viszeral- und Transplantationschirurgie ;Exp. OP;;2;Style 1;63;;;
6420.02.066;A;Allgmein-, Viszeral- und Transplantationschirurgie ;Translationale Chirurgische Onkologie;L12 Turhan Labor;2;Style 1;66;;;
6420.02.067;A;Allgmein-, Viszeral- und Transplantationschirurgie ;Translationale Chirurgische Onkologie;;2;Style 1;67;;;
6420.02.069;A;Allgmein-, Viszeral- und Transplantationschirurgie ;Translationale Chirurgische Onkologie;;2;Style 1;69;;;
6420.02.070;A;Allgmein-, Viszeral- und Transplantationschirurgie ;;;2;Style 1;70;;;
6420.02.072;A;Core Unit ICH/Histologie ;;;2;Style 1;72;;;
6420.02.073;A;Core Unit Gewebeverarbeitung;;;2;Style 1;73;;;
6420.02.075;A;Allgmein-, Viszeral- und Transplantationschirurgie ;EPZ;;2;Style 1;75;;;
6420.02.300;A;Allgmein-, Viszeral- und Transplantationschirurgie ;;;2;Style 1;300;;;
6420.02.301;A;Allgmein-, Viszeral- und Transplantationschirurgie ;Oberärzte;;2;Style 1;301;;;
6420.02.303;B;Allgmein-, Viszeral- und Transplantationschirurgie ;;;2;Style 1;303;;;
6420.02.304;B;Allgmein-, Viszeral- und Transplantationschirurgie ;;;2;Style 1;304;;;
6420.02.306;B;Reinigung;;;2;Style 1;306;;;
6420.02.307;B;Besprechungsraum 02;;;2;Style 1;307;;;
6420.02.309;B;Gefäßchirurgie und Endovaskuläre Chirurgie;;;2;Style 1;309;;;
6420.02.311;;Gefäßchirurgie und Endovaskuläre Chirurgie;Geschäftsführender Oberarzt ;;;Style 1;;;;
6420.02.312;B;Gefäßchirurgie und Endovaskuläre Chirurgie;Assistenzärzte;;2;Style 1;312;;;
6420.02.314;C;Anästhesiologie;Shared Desk Oberärzte;;2;Style 1;314;;;
6420.02.317;C;WC Personal;Damen;;2;Style 3;317;;P_D;
6420.02.318;C;;;;2;;;;;
6420.02.318;C;WC Personal;Herren;;2;Style 3;318;;P_H;
6420.02.318;C;;;;2;;;;;
6420.02.319;C;Herzchirurgie;Assistenzärzte;VAD-Koordinatoren;2;Style 1;319;;;
6420.02.322;C;Kopierraum;;;2;Style 1;322;;;
6420.02.323;C;Herzchirurgie;Ambulanzsekretariat;;2;Style 1;323;;;
6420.02.325;C;Herzchirurgie;Assistenzärzte;;2;Style 1;325;;;
6420.02.326;C;Allgmein-, Viszeral- und Transplantationschirurgie ;Assistenzärzte;Frau Dr. U. HegerHerr Dr. M. Golriz;2;Style 1;326;;;
6420.02.329;A;Allgmein-, Viszeral- und Transplantationschirurgie ;KSC;;2;Style 1;329;;;
6420.02.330;A;Allgmein-, Viszeral- und Transplantationschirurgie ;KSC;;2;Style 1;330;;;
6420.02.332;B;Allgmein-, Viszeral- und Transplantationschirurgie ;SDGC / KSC;Frau D. Anders;2;Style 1;332;;;
6420.02.333;B;Allgmein-, Viszeral- und Transplantationschirurgie ;SDGC / KSC;Herr PD Dr. Ph. Knebel;2;Style 1;333;;;
6420.02.334;B;Allgmein-, Viszeral- und Transplantationschirurgie ;Dienstzimmer;Herr Dr. J. Klose;2;Style 1;334;;;
6420.02.336;B;Allgmein-, Viszeral- und Transplantationschirurgie ;Dienstzimmer;Herr PD Dr. Dr. A. BilleterHerr PD Dr. F.NickelHerr PD Dr. A. Nickkholgh;2;Style 1;336;;;
6420.02.337;B;Allgmein-, Viszeral- und Transplantationschirurgie ;Dienstzimmer;Herr Dr. F. Klee;2;Style 1;337;;;
6420.02.339;B;Gefäßchirurgie und Endovaskuläre Chirurgie;Dienstzimmer;Herr Dr. M. Hakimi;2;Style 1;339;;;
6420.02.340;B;Gefäßchirurgie und Endovaskuläre Chirurgie;Dienstzimmer;Frau Dr. U. Burger;2;Style 1;340;;;
6420.02.342;B;Gefäßchirurgie und Endovaskuläre Chirurgie;Ärztlicher Direktor Besprechungsraum;Ärztlicher Direktor;2;Style 1;342;;;
6420.02.343;B;Gefäßchirurgie und Endovaskuläre Chirurgie;Ärztlicher Direktor Sekretariat;Sekretariat;2;Style 1;343;;;
6420.02.345;B;Gefäßchirurgie und Endovaskuläre Chirurgie;Ärztlicher Direktor;Sekretariat;2;Style 1;343;;;
6420.02.346;;Gefäßchirurgie und Endovaskuläre Chirurgie;Leitender Oberarzt stellv. Ärztlicher Direktor ;Herr Prof. Dr. P. Geisbüsch ;;Style 1;;;;
6420.02.348;B;Gefäßchirurgie und Endovaskuläre Chirurgie;Sekretariat;Frau G. D'Accione;2;Style 1;348;;;
6420.02.349;B;Gefäßchirurgie und Endovaskuläre Chirurgie;Dienstzimmer;Herr M. AnteHerr Dr. M. Bischoff;2;Style 1;349;;;
6420.02.351;C;Urologie;Tumordokumentation;Frau C. GeislerFrau S. KunzFrau M. Misera;2;Style 1;351;;;
6420.02.352;C;Herzchirurgie;Oberärzte;Herr Prof. Dr. R. de Simone;2;Style 1;352;;;
6420.02.354;C;Herzchirurgie;Oberärzte;Herr Dr. Ch. Sebening;2;Style 1;354;;;
6420.02.356;C;Herzchirurgie;Leitender OberarztLeiter Sektion Herztransplantation und Unterstützungssysteme ;Herr Prof. Dr. A. Ruhparwar;2;Style 1;356;;;
6420.02.357;;Herzchirurgie;Geschäftsführender Oberarzt Leiter Sektion minimal-invasive Klappenchirurgie ;Herr Prof. Dr. G. Szabó ;;Style 1;;;;
6420.02.359;C;Herzchirurgie;Oberärzte;Herr S. Al-Maisary;2;Style 1;359;;;
6420.02.362;C;Herzchirurgie;Ärztlicher Direktor Sekretariat;Sekretariat;2;Style 1;362;;;
6420.02.361;C;Herzchirurgie;Ärztlicher Direktor;;2;;;;;
6420.02.364;C;Herzchirurgie;Dokumentation;Frau S. AstFrau L. AllmannFrau M. Kirchberger;2;Style 1;364;;;
6420.02.365;C;Herzchirurgie;Dokumentation;Frau K. GugelFrau K. LovricFrau U. Wolf;2;Style 1;365;;;
6420.02.367;C;Herzchirurgie;Dienstzimmer;Frau V. DenekeFrau G. ThomasFrau B. Fritz-RodsziesHerr B. Klein;2;Style 1;367;;;
6420.02.368;C;Allgmein-, Viszeral- und Transplantationschirurgie ;Development Office;Herr R. LutzHerr Prof. Dr. Neoptolemus;2;Style 1;368;;;
6420.02.400;A;Kapelle;;;2;Style 1;400;;;
6420.02.400;A;;;;2;;;;;
6420.02.403;A;Katholische Seelsorge;Dienstzimmer;Herr H. Tritz;2;Style 1;403;;;
6420.02.404;A;Evangelische Seelsorge;Dienstzimmer;Frau M. Böffert;2;Style 1;404;;;
6420.02.406;A;Gebetsraum Muslime;;;2;Style 1;406;;;
6420.02.406;A;Gebetsraum Muslime;;;2;Style 1;409;;;
6420.02.409;A;Herzchirurgie;Stationsleitung;Herr Ch. Appelhoff;2;Style 1;409;;;
6420.02.410;A;Pflege;Stellvertretungen;Frau M. Wüsten;2;Style 1;410;;;
6420.02.500;E;AWT;;;2;Style 1;500;;;
6420.02.504;E;Allgmein-, Viszeral- und Transplantationschirurgie ;Stationsärzte;;2;Style 1;504;;;
6420.02.505;E;Allgmein-, Viszeral- und Transplantationschirurgie ;Stationsärzte;;2;Style 1;505;;;
6420.02.507;E;Station E2;Behandlung;;2;Style 2;;B 1;;
6420.02.508;E;Station E2;Behandlung;;2;Style 2;;B 2;;
6420.02.510;E;Bettenaufbereitung;;;2;Style 1;510;;;
6420.02.514;E;WC Personal;Herren;;2;Style 3;514;;P_H;
6420.02.515;E;WC Personal;Damen;;2;Style 3;515;;P_D;
6420.02.516;E;Station E2;Patientenzimmer;;2;Style 2;;201;;
6420.02.516A;E;;;;2;;;;;
6420.02.518;E;Station E2;Patientenzimmer;;2;Style 2;;202;;
6420.02.518A;E;;;;2;;;;;
6420.02.519;E;Station E2;Patientenzimmer;;2;Style 2;;203;;
6420.02.519A;E;;;;2;;;;;
6420.02.521;E;Station E2;Patientenzimmer;;2;Style 2;;204;;
6420.02.521A;E;;;;2;;;;;
6420.02.522;E;Station E2;Patientenzimmer;;2;Style 2;;205;;
6420.02.522A;E;;;;2;;;;;
6420.02.524;E;Station E2;Patientenzimmer;;2;Style 2;;206;;
6420.02.524A;E;;;;2;;;;;
6420.02.525;E;Station E2;Patientenzimmer;;2;Style 2;;207;;
6420.02.525A;E;;;;2;;;;;
6420.02.527;E;Station E2;Patientenzimmer;;2;Style 2;;208;;
6420.02.527A;E;;;;2;;;;;
6420.02.528;E;Station E2;Patientenzimmer;;2;Style 2;;209;;
6420.02.528A;E;;;;2;;;;;
6420.02.529;E;Station E2;Patientenzimmer;;2;Style 2;;210;;
6420.02.529A;E;;;;2;;;;;
6420.02.533;C;Urologie;Stelllv. Stationsleitung;;2;Style 1;367;;;
6420.02.531;E;Station E2;Patientenzimmer;;2;Style 2;;211;;
6420.02.531A;E;;;;2;;;;;
6420.02.505;E;Allgmein-, Viszeral- und Transplantationschirurgie ;Dienstzimmer;;2;Style 1;533;;;
6420.02.535;E;Personal;;;2;Style 1;535;;;
6420.02.537;E;Station E2;Stützpunkt;;2;Style 1;537;;;
6420.02.537;E;Station E2;Stützpunkt;;2;Style 1;537;;;
6420.02.537A;E;;;;2;;;;;
6420.02.537B;E;;;;2;;;;;
6420.02.540;E;Arbeitsraum rein;;;2;Style 1;540;;;
6420.02.540;E;Arbeitsraum rein;;;2;Style 1;540;;;
6420.02.542;E;Arbeitsraum unrein;;;2;Style 1;542;;;
6420.02.542;E;Arbeitsraum unrein;;;2;Style 1;542;;;
6420.02.544;E;Lager;med. Bedarf;;2;Style 2;;1;;
6420.02.544;E;Lager;med. Bedarf;;2;Style 2;;1;;
6420.02.546;E;Abstellraum;Geräte;;2;Style 2;;1;;
6420.02.546;E;Abstellraum;Geräte;;2;Style 2;;1;;
6420.02.548;E;Station E2;Patientenlounge;;2;Style 1;548;;;
6420.02.548;E;Station E2;Patientenlounge;;2;Style 1;548;;;
6420.02.550;E;WC;Barrierefrei;;2;Style 3;550;;P_B;P_B
6420.02.551;E;WC;Damen;;2;Style 3;551;;P_D;P_D
6420.02.552;E;WC;Herren;;2;Style 3;552;;P_H;P_H
6420.02.553;E;Station E2;Patientenzimmer;;2;Style 2;;212;;
6420.02.553A;E;;;;2;;;;;
6420.02.555;E;Station E2;Patientenzimmer;;2;Style 2;;213;;
6420.02.555A;E;;;;2;;;;;
